"simulation","carcass","part","larvae_per_part","portions_per_part","portion","larvae_per_portion","is_welldone","larvae_rare","larvae_welldone","larvae_medium","larvae_after_cooking"
5,12,"loin",2967,144,10,24,0,22,0,14,14
5,12,"loin",2967,144,14,22,0,20,0,13,13
5,12,"loin",2967,144,27,22,0,20,0,13,13
5,12,"loin",2967,144,31,17,0,15,0,10,10
5,12,"loin",2967,144,32,16,0,15,0,10,10
5,12,"loin",2967,144,42,12,0,11,0,7,7
5,12,"loin",2967,144,47,21,0,19,0,12,12
5,12,"loin",2967,144,56,13,0,12,0,8,8
5,12,"loin",2967,144,76,19,0,17,0,11,11
5,12,"loin",2967,144,77,24,0,22,0,14,14
5,12,"loin",2967,144,91,19,0,17,0,11,11
5,12,"loin",2967,144,107,19,0,17,0,11,11
5,12,"loin",2967,144,131,16,0,15,0,10,10
5,12,"loin",2967,144,139,15,0,14,0,9,9
5,12,"ham",3524,121,42,30,0,27,0,17,17
5,12,"ham",3524,121,44,26,0,24,0,15,15
5,12,"ham",3524,121,55,24,0,22,0,14,14
5,12,"ham",3524,121,64,39,0,36,0,23,23
5,12,"ham",3524,121,72,23,0,21,0,13,13
5,12,"ham",3524,121,76,33,0,30,0,19,19
5,12,"ham",3524,121,77,30,0,27,0,17,17
5,12,"ham",3524,121,83,28,0,26,0,17,17
5,12,"ham",3524,121,88,36,0,33,0,21,21
5,12,"ham",3524,121,102,33,0,30,0,19,19
5,12,"ham",3524,121,113,24,0,22,0,14,14
5,12,"ham",3524,121,118,17,0,15,0,10,10
5,12,"other",13284,48,30,281,0,256,0,165,165
5,12,"other",13284,48,35,297,0,271,0,174,174
5,12,"other",13284,48,39,277,0,253,0,163,163
5,12,"other",13284,48,46,282,0,257,0,165,165
5,13,"shoulder",212,35,25,5,0,5,0,3,3
5,13,"shoulder",212,35,30,4,0,4,0,3,3
5,13,"belly",576,54,8,9,0,8,0,5,5
5,13,"belly",576,54,19,7,0,6,0,4,4
5,13,"belly",576,54,27,11,0,10,0,6,6
5,13,"belly",576,54,31,10,0,9,0,6,6
5,13,"belly",576,54,46,12,0,11,0,7,7
5,13,"belly",576,54,50,12,0,11,0,7,7
5,13,"loin",380,144,1,3,0,3,0,2,2
5,13,"loin",380,144,14,4,0,4,0,3,3
5,13,"loin",380,144,56,3,0,3,0,2,2
5,13,"loin",380,144,143,6,0,5,0,3,3
5,13,"ham",494,121,8,4,0,4,0,3,3
5,13,"ham",494,121,18,4,0,4,0,3,3
5,13,"ham",494,121,22,3,0,3,0,2,2
5,13,"ham",494,121,47,8,0,7,0,4,4
5,13,"ham",494,121,60,8,0,7,0,4,4
5,13,"ham",494,121,62,5,0,5,0,3,3
5,13,"ham",494,121,70,4,0,4,0,3,3
5,13,"ham",494,121,71,5,0,5,0,3,3
5,13,"ham",494,121,83,3,0,3,0,2,2
5,13,"ham",494,121,107,4,0,4,0,3,3
5,13,"ham",494,121,119,7,0,6,0,4,4
5,13,"other",1745,48,1,30,0,27,0,17,17
5,13,"other",1745,48,8,32,0,29,0,19,19
5,13,"other",1745,48,9,34,0,31,0,20,20
5,13,"other",1745,48,17,19,0,17,0,11,11
5,13,"other",1745,48,24,37,0,34,0,22,22
5,13,"other",1745,48,31,47,0,43,0,28,28
5,13,"other",1745,48,36,37,0,34,0,22,22
5,13,"other",1745,48,47,43,0,39,0,25,25
5,14,"shoulder",370,35,3,11,0,10,0,6,6
5,14,"belly",843,54,11,11,0,10,0,6,6
5,14,"belly",843,54,20,12,0,11,0,7,7
5,14,"belly",843,54,21,12,0,11,0,7,7
5,14,"belly",843,54,30,12,0,11,0,7,7
5,14,"belly",843,54,36,18,0,16,0,10,10
5,14,"belly",843,54,41,12,0,11,0,7,7
5,14,"belly",843,54,48,16,0,15,0,10,10
5,14,"loin",608,144,1,8,0,7,0,4,4
5,14,"loin",608,144,12,7,0,6,0,4,4
5,14,"loin",608,144,45,6,0,5,0,3,3
5,14,"loin",608,144,51,4,0,4,0,3,3
5,14,"loin",608,144,69,3,0,3,0,2,2
5,14,"loin",608,144,81,6,0,5,0,3,3
5,14,"loin",608,144,82,5,0,5,0,3,3
5,14,"loin",608,144,123,6,0,5,0,3,3
5,14,"loin",608,144,125,6,0,5,0,3,3
5,14,"loin",608,144,144,6,0,5,0,3,3
5,14,"ham",766,121,2,4,0,4,0,3,3
5,14,"ham",766,121,5,11,0,10,0,6,6
5,14,"ham",766,121,13,8,0,7,0,4,4
5,14,"ham",766,121,27,10,0,9,0,6,6
5,14,"ham",766,121,30,6,0,5,0,3,3
5,14,"ham",766,121,39,3,0,3,0,2,2
5,14,"ham",766,121,49,7,0,6,0,4,4
5,14,"ham",766,121,60,6,0,5,0,3,3
5,14,"ham",766,121,77,5,0,5,0,3,3
5,14,"ham",766,121,118,9,0,8,0,5,5
5,14,"other",2685,48,43,56,0,51,0,33,33
5,15,"shoulder",164,35,5,3,0,3,0,2,2
5,15,"shoulder",164,35,12,9,0,8,0,5,5
5,15,"shoulder",164,35,24,6,0,5,0,3,3
5,15,"shoulder",164,35,26,3,0,3,0,2,2
5,15,"shoulder",164,35,27,5,0,5,0,3,3
5,15,"shoulder",164,35,30,5,0,5,0,3,3
5,15,"shoulder",164,35,33,5,0,5,0,3,3
5,15,"belly",430,54,11,5,0,5,0,3,3
5,15,"belly",430,54,26,10,0,9,0,6,6
5,15,"loin",334,144,27,3,0,3,0,2,2
5,15,"loin",334,144,70,3,0,3,0,2,2
5,15,"loin",334,144,90,3,0,3,0,2,2
5,15,"loin",334,144,110,4,0,4,0,3,3
5,15,"ham",346,121,11,5,0,5,0,3,3
5,15,"ham",346,121,18,7,0,6,0,4,4
5,15,"ham",346,121,68,4,0,4,0,3,3
5,15,"ham",346,121,77,7,0,6,0,4,4
5,15,"ham",346,121,85,3,0,3,0,2,2
5,15,"other",1417,48,23,27,0,25,0,16,16
5,15,"other",1417,48,43,22,0,20,0,13,13
5,15,"other",1417,48,47,32,0,29,0,19,19
5,16,"shoulder",146,35,23,3,0,3,0,2,2
5,16,"shoulder",146,35,30,4,0,4,0,3,3
5,16,"belly",392,54,12,15,0,14,0,9,9
5,16,"belly",392,54,17,6,0,5,0,3,3
5,16,"belly",392,54,29,8,0,7,0,4,4
5,16,"belly",392,54,30,9,0,8,0,5,5
5,16,"belly",392,54,34,8,0,7,0,4,4
5,16,"belly",392,54,39,12,0,11,0,7,7
5,16,"belly",392,54,46,9,0,8,0,5,5
5,16,"belly",392,54,48,11,0,10,0,6,6
5,16,"belly",392,54,54,4,0,4,0,3,3
5,16,"loin",250,144,1,3,0,3,0,2,2
5,16,"loin",250,144,45,3,0,3,0,2,2
5,16,"ham",290,121,2,4,0,4,0,3,3
5,16,"ham",290,121,35,4,0,4,0,3,3
5,16,"ham",290,121,37,3,0,3,0,2,2
5,16,"ham",290,121,62,4,0,4,0,3,3
5,16,"ham",290,121,64,3,0,3,0,2,2
5,16,"ham",290,121,68,3,0,3,0,2,2
5,16,"ham",290,121,113,3,0,3,0,2,2
5,16,"other",1099,48,31,27,0,25,0,16,16
5,16,"other",1099,48,34,24,0,22,0,14,14
5,16,"other",1099,48,48,21,0,19,0,12,12
5,17,"shoulder",380,35,7,11,0,10,0,6,6
5,17,"shoulder",380,35,17,14,0,13,0,8,8
5,17,"shoulder",380,35,24,11,0,10,0,6,6
5,17,"shoulder",380,35,29,16,0,15,0,10,10
5,17,"belly",993,54,12,25,0,23,0,15,15
5,17,"belly",993,54,40,18,0,16,0,10,10
5,17,"belly",993,54,44,19,0,17,0,11,11
5,17,"belly",993,54,51,22,0,20,0,13,13
5,17,"loin",704,144,14,10,0,9,0,6,6
5,17,"loin",704,144,18,5,0,5,0,3,3
5,17,"loin",704,144,19,3,0,3,0,2,2
5,17,"loin",704,144,20,10,0,9,0,6,6
5,17,"loin",704,144,23,5,0,5,0,3,3
5,17,"loin",704,144,32,8,0,7,0,4,4
5,17,"loin",704,144,51,4,0,4,0,3,3
5,17,"loin",704,144,54,8,0,7,0,4,4
5,17,"loin",704,144,55,5,0,5,0,3,3
5,17,"loin",704,144,56,9,0,8,0,5,5
5,17,"loin",704,144,59,5,0,5,0,3,3
5,17,"loin",704,144,65,3,0,3,0,2,2
5,17,"loin",704,144,68,4,0,4,0,3,3
5,17,"loin",704,144,83,3,0,3,0,2,2
5,17,"loin",704,144,89,8,0,7,0,4,4
5,17,"loin",704,144,90,6,0,5,0,3,3
5,17,"loin",704,144,112,6,0,5,0,3,3
5,17,"loin",704,144,138,5,0,5,0,3,3
5,17,"ham",807,121,4,8,0,7,0,4,4
5,17,"ham",807,121,8,8,0,7,0,4,4
5,17,"ham",807,121,36,5,0,5,0,3,3
5,17,"ham",807,121,43,4,0,4,0,3,3
5,17,"ham",807,121,45,10,0,9,0,6,6
5,17,"ham",807,121,48,6,0,5,0,3,3
5,17,"ham",807,121,62,6,0,5,0,3,3
5,17,"ham",807,121,82,8,0,7,0,4,4
5,17,"ham",807,121,88,3,0,3,0,2,2
5,17,"ham",807,121,113,7,0,6,0,4,4
5,17,"other",3224,48,1,90,0,82,0,53,53
5,17,"other",3224,48,6,56,0,51,0,33,33
5,17,"other",3224,48,11,83,0,76,0,49,49
5,17,"other",3224,48,19,69,0,63,0,40,40
5,17,"other",3224,48,28,63,0,57,0,37,37
5,17,"other",3224,48,38,67,0,61,0,39,39
5,18,"shoulder",1468,35,24,56,0,51,0,33,33
5,18,"belly",4120,54,3,79,0,72,0,46,46
5,18,"belly",4120,54,5,86,0,78,0,50,50
5,18,"belly",4120,54,6,64,0,58,0,37,37
5,18,"belly",4120,54,7,69,0,63,0,40,40
5,18,"belly",4120,54,51,94,0,86,0,55,55
5,18,"loin",2954,144,5,23,0,21,0,13,13
5,18,"loin",2954,144,8,24,0,22,0,14,14
5,18,"loin",2954,144,21,23,0,21,0,13,13
5,18,"loin",2954,144,24,37,0,34,0,22,22
5,18,"loin",2954,144,31,20,0,18,0,12,12
5,18,"loin",2954,144,38,17,0,15,0,10,10
5,18,"loin",2954,144,55,22,0,20,0,13,13
5,18,"loin",2954,144,58,14,0,13,0,8,8
5,18,"loin",2954,144,62,17,0,15,0,10,10
5,18,"loin",2954,144,66,22,0,20,0,13,13
5,18,"loin",2954,144,67,21,0,19,0,12,12
5,18,"loin",2954,144,78,22,0,20,0,13,13
5,18,"loin",2954,144,102,24,0,22,0,14,14
5,18,"loin",2954,144,109,33,0,30,0,19,19
5,18,"loin",2954,144,115,19,0,17,0,11,11
5,18,"loin",2954,144,121,24,0,22,0,14,14
5,18,"loin",2954,144,122,22,0,20,0,13,13
5,18,"loin",2954,144,134,20,0,18,0,12,12
5,18,"loin",2954,144,142,17,0,15,0,10,10
5,18,"ham",3488,121,21,24,0,22,0,14,14
5,18,"ham",3488,121,45,25,0,23,0,15,15
5,18,"ham",3488,121,49,29,0,26,0,17,17
5,18,"ham",3488,121,50,28,0,26,0,17,17
5,18,"ham",3488,121,54,40,0,36,0,23,23
5,18,"ham",3488,121,66,29,0,26,0,17,17
5,18,"ham",3488,121,73,33,0,30,0,19,19
5,18,"ham",3488,121,76,18,0,16,0,10,10
5,18,"ham",3488,121,79,35,0,32,0,21,21
5,18,"ham",3488,121,83,14,0,13,0,8,8
5,18,"ham",3488,121,85,38,0,35,0,22,22
5,18,"ham",3488,121,87,29,0,26,0,17,17
5,18,"ham",3488,121,107,29,0,26,0,17,17
5,18,"other",13282,48,2,240,0,219,0,141,141
5,18,"other",13282,48,4,292,0,266,0,171,171
5,18,"other",13282,48,10,306,0,279,0,179,179
5,18,"other",13282,48,18,282,0,257,0,165,165
5,18,"other",13282,48,22,258,0,235,0,151,151
5,18,"other",13282,48,27,247,0,225,0,145,145
5,18,"other",13282,48,28,300,0,273,0,175,175
5,18,"other",13282,48,31,291,0,265,0,170,170
5,18,"other",13282,48,36,297,0,271,0,174,174
5,18,"other",13282,48,37,250,0,228,0,147,147
5,18,"other",13282,48,43,252,0,230,0,148,148
5,19,"shoulder",1515,35,1,47,0,43,0,28,28
5,19,"shoulder",1515,35,3,37,0,34,0,22,22
5,19,"shoulder",1515,35,7,48,0,44,0,28,28
5,19,"shoulder",1515,35,16,34,0,31,0,20,20
5,19,"shoulder",1515,35,26,36,0,33,0,21,21
5,19,"shoulder",1515,35,30,41,0,37,0,24,24
5,19,"belly",3799,54,30,62,0,57,0,37,37
5,19,"belly",3799,54,40,77,0,70,0,45,45
5,19,"belly",3799,54,50,72,0,66,0,42,42
5,19,"loin",2862,144,3,17,0,15,0,10,10
5,19,"loin",2862,144,30,26,0,24,0,15,15
5,19,"loin",2862,144,35,14,0,13,0,8,8
5,19,"loin",2862,144,46,16,0,15,0,10,10
5,19,"loin",2862,144,49,33,0,30,0,19,19
5,19,"loin",2862,144,73,19,0,17,0,11,11
5,19,"loin",2862,144,75,22,0,20,0,13,13
5,19,"loin",2862,144,89,23,0,21,0,13,13
5,19,"loin",2862,144,96,16,0,15,0,10,10
5,19,"loin",2862,144,97,22,0,20,0,13,13
5,19,"loin",2862,144,99,17,0,15,0,10,10
5,19,"ham",3340,121,14,31,0,28,0,18,18
5,19,"ham",3340,121,26,28,0,26,0,17,17
5,19,"ham",3340,121,54,27,0,25,0,16,16
5,19,"ham",3340,121,68,29,0,26,0,17,17
5,19,"ham",3340,121,74,23,0,21,0,13,13
5,19,"ham",3340,121,86,33,0,30,0,19,19
5,19,"ham",3340,121,103,24,0,22,0,14,14
5,19,"ham",3340,121,113,28,0,26,0,17,17
5,19,"ham",3340,121,118,27,0,25,0,16,16
5,19,"ham",3340,121,119,35,0,32,0,21,21
5,19,"other",12855,48,5,261,0,238,0,153,153
5,19,"other",12855,48,36,249,0,227,0,146,146
5,19,"other",12855,48,37,250,0,228,0,147,147
5,20,"shoulder",297,35,29,5,0,5,0,3,3
5,20,"shoulder",297,35,31,7,0,6,0,4,4
5,20,"belly",848,54,2,19,0,17,0,11,11
5,20,"belly",848,54,7,14,0,13,0,8,8
5,20,"belly",848,54,32,11,0,10,0,6,6
5,20,"belly",848,54,40,17,0,15,0,10,10
5,20,"belly",848,54,46,12,0,11,0,7,7
5,20,"loin",632,144,10,7,0,6,0,4,4
5,20,"loin",632,144,11,3,0,3,0,2,2
5,20,"loin",632,144,31,5,0,5,0,3,3
5,20,"loin",632,144,54,10,0,9,0,6,6
5,20,"loin",632,144,57,4,0,4,0,3,3
5,20,"loin",632,144,111,7,0,6,0,4,4
5,20,"loin",632,144,123,5,0,5,0,3,3
5,20,"loin",632,144,128,5,0,5,0,3,3
5,20,"loin",632,144,142,6,0,5,0,3,3
5,20,"loin",632,144,144,7,0,6,0,4,4
5,20,"ham",764,121,19,5,0,5,0,3,3
5,20,"ham",764,121,48,8,0,7,0,4,4
5,20,"ham",764,121,56,6,0,5,0,3,3
5,20,"ham",764,121,61,7,0,6,0,4,4
5,20,"ham",764,121,76,7,0,6,0,4,4
5,20,"ham",764,121,80,9,0,8,0,5,5
5,20,"ham",764,121,95,3,0,3,0,2,2
5,20,"ham",764,121,98,6,0,5,0,3,3
5,20,"ham",764,121,105,8,0,7,0,4,4
5,20,"ham",764,121,111,5,0,5,0,3,3
5,20,"other",2850,48,5,64,0,58,0,37,37
5,20,"other",2850,48,7,69,0,63,0,40,40
5,20,"other",2850,48,8,60,0,55,0,35,35
5,20,"other",2850,48,12,53,0,48,0,31,31
5,20,"other",2850,48,21,64,0,58,0,37,37
5,20,"other",2850,48,26,62,0,57,0,37,37
5,20,"other",2850,48,31,61,0,56,0,36,36
5,20,"other",2850,48,46,55,0,50,0,32,32
5,21,"shoulder",248,35,9,7,0,6,0,4,4
5,21,"shoulder",248,35,14,9,0,8,0,5,5
5,21,"shoulder",248,35,23,9,0,8,0,5,5
5,21,"shoulder",248,35,28,7,0,6,0,4,4
5,21,"shoulder",248,35,33,13,0,12,0,8,8
5,21,"shoulder",248,35,34,5,0,5,0,3,3
5,21,"belly",764,54,10,7,0,6,0,4,4
5,21,"belly",764,54,17,10,0,9,0,6,6
5,21,"belly",764,54,23,13,0,12,0,8,8
5,21,"belly",764,54,25,15,0,14,0,9,9
5,21,"belly",764,54,28,25,0,23,0,15,15
5,21,"belly",764,54,36,17,0,15,0,10,10
5,21,"belly",764,54,39,17,0,15,0,10,10
5,21,"belly",764,54,45,7,0,6,0,4,4
5,21,"loin",493,144,24,7,0,6,0,4,4
5,21,"loin",493,144,26,5,0,5,0,3,3
5,21,"loin",493,144,53,3,0,3,0,2,2
5,21,"loin",493,144,61,6,0,5,0,3,3
5,21,"loin",493,144,80,3,0,3,0,2,2
5,21,"loin",493,144,87,4,0,4,0,3,3
5,21,"loin",493,144,92,4,0,4,0,3,3
5,21,"loin",493,144,102,4,0,4,0,3,3
5,21,"loin",493,144,121,4,0,4,0,3,3
5,21,"loin",493,144,129,6,0,5,0,3,3
5,21,"ham",578,121,16,3,0,3,0,2,2
5,21,"ham",578,121,20,8,0,7,0,4,4
5,21,"ham",578,121,33,3,0,3,0,2,2
5,21,"ham",578,121,35,4,0,4,0,3,3
5,21,"ham",578,121,40,4,0,4,0,3,3
5,21,"ham",578,121,43,8,0,7,0,4,4
5,21,"ham",578,121,45,5,0,5,0,3,3
5,21,"ham",578,121,48,7,0,6,0,4,4
5,21,"ham",578,121,66,12,0,11,0,7,7
5,21,"ham",578,121,97,10,0,9,0,6,6
5,21,"ham",578,121,98,5,0,5,0,3,3
5,21,"ham",578,121,101,6,0,5,0,3,3
5,21,"ham",578,121,104,4,0,4,0,3,3
5,21,"ham",578,121,112,10,0,9,0,6,6
5,21,"ham",578,121,114,6,0,5,0,3,3
5,21,"other",2185,48,3,52,0,47,0,30,30
5,21,"other",2185,48,17,46,0,42,0,27,27
5,21,"other",2185,48,30,55,0,50,0,32,32
5,21,"other",2185,48,40,41,0,37,0,24,24
5,21,"other",2185,48,42,49,0,45,0,29,29
5,21,"other",2185,48,43,48,0,44,0,28,28
5,22,"shoulder",395,35,4,11,0,10,0,6,6
5,22,"shoulder",395,35,5,16,0,15,0,10,10
5,22,"belly",1037,54,10,17,0,15,0,10,10
5,22,"belly",1037,54,14,23,0,21,0,13,13
5,22,"belly",1037,54,15,20,0,18,0,12,12
5,22,"belly",1037,54,16,22,0,20,0,13,13
5,22,"belly",1037,54,17,17,0,15,0,10,10
5,22,"belly",1037,54,28,20,0,18,0,12,12
5,22,"belly",1037,54,38,14,0,13,0,8,8
5,22,"belly",1037,54,45,18,0,16,0,10,10
5,22,"belly",1037,54,50,16,0,15,0,10,10
5,22,"belly",1037,54,51,20,0,18,0,12,12
5,22,"belly",1037,54,52,22,0,20,0,13,13
5,22,"loin",746,144,2,11,0,10,0,6,6
5,22,"loin",746,144,15,6,0,5,0,3,3
5,22,"loin",746,144,20,8,0,7,0,4,4
5,22,"loin",746,144,32,4,0,4,0,3,3
5,22,"loin",746,144,33,3,0,3,0,2,2
5,22,"loin",746,144,53,3,0,3,0,2,2
5,22,"loin",746,144,60,3,0,3,0,2,2
5,22,"loin",746,144,76,8,0,7,0,4,4
5,22,"loin",746,144,85,5,0,5,0,3,3
5,22,"loin",746,144,88,4,0,4,0,3,3
5,22,"loin",746,144,89,3,0,3,0,2,2
5,22,"loin",746,144,97,8,0,7,0,4,4
5,22,"loin",746,144,106,3,0,3,0,2,2
5,22,"loin",746,144,114,8,0,7,0,4,4
5,22,"loin",746,144,117,5,0,5,0,3,3
5,22,"loin",746,144,128,7,0,6,0,4,4
5,22,"ham",831,121,29,4,0,4,0,3,3
5,22,"ham",831,121,35,9,0,8,0,5,5
5,22,"ham",831,121,38,9,0,8,0,5,5
5,22,"ham",831,121,41,10,0,9,0,6,6
5,22,"ham",831,121,84,6,0,5,0,3,3
5,22,"ham",831,121,93,6,0,5,0,3,3
5,22,"ham",831,121,101,5,0,5,0,3,3
5,22,"other",3243,48,10,61,0,56,0,36,36
5,22,"other",3243,48,24,60,0,55,0,35,35
5,22,"other",3243,48,27,66,0,60,0,39,39
5,22,"other",3243,48,38,63,0,57,0,37,37
5,22,"other",3243,48,48,88,0,80,0,51,51
5,23,"shoulder",153,35,20,5,0,5,0,3,3
5,23,"shoulder",153,35,35,3,0,3,0,2,2
5,23,"belly",493,54,13,10,0,9,0,6,6
5,23,"belly",493,54,31,4,0,4,0,3,3
5,23,"belly",493,54,39,8,0,7,0,4,4
5,23,"belly",493,54,42,11,0,10,0,6,6
5,23,"loin",334,144,10,3,0,3,0,2,2
5,23,"loin",334,144,13,4,0,4,0,3,3
5,23,"loin",334,144,19,4,0,4,0,3,3
5,23,"loin",334,144,31,3,0,3,0,2,2
5,23,"loin",334,144,36,4,0,4,0,3,3
5,23,"loin",334,144,51,6,0,5,0,3,3
5,23,"loin",334,144,78,3,0,3,0,2,2
5,23,"loin",334,144,86,3,0,3,0,2,2
5,23,"loin",334,144,112,3,0,3,0,2,2
5,23,"loin",334,144,123,3,0,3,0,2,2
5,23,"loin",334,144,124,6,0,5,0,3,3
5,23,"loin",334,144,138,4,0,4,0,3,3
5,23,"ham",401,121,5,3,0,3,0,2,2
5,23,"ham",401,121,13,6,0,5,0,3,3
5,23,"ham",401,121,24,4,0,4,0,3,3
5,23,"ham",401,121,56,3,0,3,0,2,2
5,23,"ham",401,121,67,5,0,5,0,3,3
5,23,"ham",401,121,76,5,0,5,0,3,3
5,23,"ham",401,121,86,4,0,4,0,3,3
5,23,"ham",401,121,89,5,0,5,0,3,3
5,23,"ham",401,121,92,5,0,5,0,3,3
5,23,"ham",401,121,99,6,0,5,0,3,3
5,23,"ham",401,121,106,5,0,5,0,3,3
5,23,"other",1431,48,13,31,0,28,0,18,18
5,23,"other",1431,48,28,27,0,25,0,16,16
5,23,"other",1431,48,31,27,0,25,0,16,16
5,24,"shoulder",1450,35,24,42,0,38,0,24,24
5,24,"belly",4137,54,19,72,0,66,0,42,42
5,24,"belly",4137,54,22,78,0,71,0,46,46
5,24,"belly",4137,54,25,65,0,59,0,38,38
5,24,"belly",4137,54,33,88,0,80,0,51,51
5,24,"belly",4137,54,46,60,0,55,0,35,35
5,24,"belly",4137,54,48,71,0,65,0,42,42
5,24,"belly",4137,54,53,75,0,68,0,44,44
5,24,"loin",2994,144,6,17,0,15,0,10,10
5,24,"loin",2994,144,13,15,0,14,0,9,9
5,24,"loin",2994,144,16,20,0,18,0,12,12
5,24,"loin",2994,144,26,14,0,13,0,8,8
5,24,"loin",2994,144,37,15,0,14,0,9,9
5,24,"loin",2994,144,68,26,0,24,0,15,15
5,24,"loin",2994,144,77,22,0,20,0,13,13
5,24,"loin",2994,144,90,16,0,15,0,10,10
5,24,"loin",2994,144,94,22,0,20,0,13,13
5,24,"loin",2994,144,119,16,0,15,0,10,10
5,24,"ham",3544,121,29,22,0,20,0,13,13
5,24,"ham",3544,121,31,33,0,30,0,19,19
5,24,"ham",3544,121,43,31,0,28,0,18,18
5,24,"ham",3544,121,53,23,0,21,0,13,13
5,24,"ham",3544,121,54,37,0,34,0,22,22
5,24,"ham",3544,121,57,32,0,29,0,19,19
5,24,"ham",3544,121,62,31,0,28,0,18,18
5,24,"ham",3544,121,67,27,0,25,0,16,16
5,24,"ham",3544,121,72,26,0,24,0,15,15
5,24,"ham",3544,121,75,33,0,30,0,19,19
5,24,"ham",3544,121,87,40,0,36,0,23,23
5,24,"ham",3544,121,90,31,0,28,0,18,18
5,24,"ham",3544,121,104,26,0,24,0,15,15
5,24,"ham",3544,121,111,27,0,25,0,16,16
5,24,"ham",3544,121,112,33,0,30,0,19,19
5,24,"ham",3544,121,117,38,0,35,0,22,22
5,24,"other",13232,48,14,262,0,239,0,154,154
5,24,"other",13232,48,22,262,0,239,0,154,154
5,24,"other",13232,48,35,274,0,250,0,161,161
5,24,"other",13232,48,36,292,0,266,0,171,171
5,24,"other",13232,48,46,249,0,227,0,146,146
5,25,"belly",4238,54,6,81,0,74,0,48,48
5,25,"belly",4238,54,8,79,0,72,0,46,46
5,25,"belly",4238,54,9,90,0,82,0,53,53
5,25,"belly",4238,54,14,96,0,88,0,57,57
5,25,"belly",4238,54,20,68,0,62,0,40,40
5,25,"belly",4238,54,25,76,0,69,0,44,44
5,25,"belly",4238,54,34,84,0,77,0,49,49
5,25,"belly",4238,54,42,84,0,77,0,49,49
5,25,"belly",4238,54,44,85,0,77,0,49,49
5,25,"belly",4238,54,49,72,0,66,0,42,42
5,25,"loin",2967,144,1,23,0,21,0,13,13
5,25,"loin",2967,144,9,20,0,18,0,12,12
5,25,"loin",2967,144,18,20,0,18,0,12,12
5,25,"loin",2967,144,45,13,0,12,0,8,8
5,25,"loin",2967,144,59,24,0,22,0,14,14
5,25,"loin",2967,144,62,23,0,21,0,13,13
5,25,"loin",2967,144,72,18,0,16,0,10,10
5,25,"loin",2967,144,85,21,0,19,0,12,12
5,25,"loin",2967,144,92,20,0,18,0,12,12
5,25,"loin",2967,144,94,19,0,17,0,11,11
5,25,"loin",2967,144,100,20,0,18,0,12,12
5,25,"loin",2967,144,108,21,0,19,0,12,12
5,25,"loin",2967,144,125,22,0,20,0,13,13
5,25,"loin",2967,144,128,18,0,16,0,10,10
5,25,"loin",2967,144,138,22,0,20,0,13,13
5,25,"ham",3546,121,7,25,0,23,0,15,15
5,25,"ham",3546,121,8,26,0,24,0,15,15
5,25,"ham",3546,121,16,33,0,30,0,19,19
5,25,"ham",3546,121,20,32,0,29,0,19,19
5,25,"ham",3546,121,25,29,0,26,0,17,17
5,25,"ham",3546,121,28,27,0,25,0,16,16
5,25,"ham",3546,121,39,35,0,32,0,21,21
5,25,"ham",3546,121,40,32,0,29,0,19,19
5,25,"ham",3546,121,55,23,0,21,0,13,13
5,25,"ham",3546,121,61,24,0,22,0,14,14
5,25,"ham",3546,121,62,26,0,24,0,15,15
5,25,"ham",3546,121,75,27,0,25,0,16,16
5,25,"ham",3546,121,80,24,0,22,0,14,14
5,25,"ham",3546,121,86,25,0,23,0,15,15
5,25,"ham",3546,121,87,34,0,31,0,20,20
5,25,"ham",3546,121,89,36,0,33,0,21,21
5,25,"ham",3546,121,94,28,0,26,0,17,17
5,25,"ham",3546,121,101,27,0,25,0,16,16
5,25,"ham",3546,121,120,32,0,29,0,19,19
5,25,"other",13486,48,12,294,0,268,0,172,172
5,25,"other",13486,48,13,283,0,258,0,166,166
5,25,"other",13486,48,27,294,0,268,0,172,172
5,25,"other",13486,48,31,278,0,253,0,163,163
5,25,"other",13486,48,36,308,0,281,0,181,181
5,25,"other",13486,48,42,283,0,258,0,166,166
5,26,"shoulder",462,35,21,14,0,13,0,8,8
5,26,"shoulder",462,35,23,20,0,18,0,12,12
5,26,"shoulder",462,35,24,9,0,8,0,5,5
5,26,"belly",1241,54,3,22,0,20,0,13,13
5,26,"belly",1241,54,11,28,0,26,0,17,17
5,26,"belly",1241,54,37,22,0,20,0,13,13
5,26,"belly",1241,54,45,21,0,19,0,12,12
5,26,"belly",1241,54,47,23,0,21,0,13,13
5,26,"belly",1241,54,50,24,0,22,0,14,14
5,26,"loin",886,144,31,3,0,3,0,2,2
5,26,"loin",886,144,36,3,0,3,0,2,2
5,26,"loin",886,144,42,6,0,5,0,3,3
5,26,"loin",886,144,45,6,0,5,0,3,3
5,26,"loin",886,144,56,4,0,4,0,3,3
5,26,"loin",886,144,69,6,0,5,0,3,3
5,26,"loin",886,144,78,6,0,5,0,3,3
5,26,"loin",886,144,97,7,0,6,0,4,4
5,26,"loin",886,144,110,8,0,7,0,4,4
5,26,"loin",886,144,116,11,0,10,0,6,6
5,26,"loin",886,144,144,6,0,5,0,3,3
5,26,"ham",967,121,6,11,0,10,0,6,6
5,26,"ham",967,121,7,7,0,6,0,4,4
5,26,"ham",967,121,12,8,0,7,0,4,4
5,26,"ham",967,121,15,5,0,5,0,3,3
5,26,"ham",967,121,38,10,0,9,0,6,6
